;year;ROS;HAM;RIC;VER;VET;RAI;PER;BOT;HUL;MAS;ALO;SAI;GRO;BUT;KVY;MAG;GUT;NAS;PAL;ERI;WEH;HAR
0;2016;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22
