;year;HAM;BOT;RIC;VER;ALB;NOR;PER;SAI;LEC;GAS;KVY;OCO;VET;STR;RAI;GIO;RUS;LAT;GRO;MAG
0;2020;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20
