;year;MSC;BAR;COU;ALE;RSC;HAK;HEI;VIL;PAN;RAI;VER;FIS;BUT;TRU;FRE;MON;BUR;IRV;DLR;ALO;BER;MAR
0;2001;1;2;3;4;5;6;7;8;9;9;11;12;13;14;15;16;17;18;19;20;21;22
