;year;BUT;BAR;VET;WEB;ROS;RAI;HAM;GLO;ALO;HEI;TRU;KUB;KOV;FIS;NAK;BUE;SUT;MAS;PIQ;BOU;ALG
0;2009;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21
