;year;MSC;BAR;BUT;MON;FIS;ALO;TRU;COU;SAT;MAS;RAI;KLI;PAN;WEB;RSC;HEI;BAU;DMA;BRU;PTO
0;2004;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20
