;year;HAM;HEI;MAS;KUB;RAI;ALO;KOV;TRU;WEB;GLO;ROS;VET;NAK;COU;BUT;BAR;BOU;PIQ;FIS;SUT
0;2008;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;16;18;19;20
