;year;ALO;WEB;BUT;VET;HAM;MAS;ROS;KUB;MSC;BAR;SUT;ALG;HUL;PET;BUE;LIU;KOB;KOV;DLR;TRU;DGR;GLO;SEN;CHA
0;2010;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;21;23;24
