;year;HAM;BOT;VET;RAI;PER;OCO;RIC;VER;MAS;GRO;STR;HUL;SAI;MAG;VAN;ALO;WEH;KVY;PAL;ERI
0;2017;1;2;3;4;5;6;7;8;9;10;11;12;12;14;15;16;17;18;18;20
