;year;ALO;RAI;VET;WEB;BUT;MAS;HAM;DRE;ROS;HUL;RIC;KOB;SEN;PER;GRO;VER;MAL;MSC;KOV;PET;GLO;PIC;DLR;KAR
0;2012;1;1;1;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24
