;year;VET;ALO;HAM;WEB;ROS;RAI;MAS;BUT;GRO;PER;HUL;DRE;SUT;RIC;GUT;BOT;MAL;VER;BIA;PIC;CHI;VDG
0;2013;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22
