;year;HAM;ROS;VET;BOT;RAI;PER;MAS;KVY;RIC;VER;NAS;GRO;HUL;ERI;SAI;BUT;MAL;ALO;STE;MER
0;2015;1;2;3;4;5;6;7;8;8;10;11;12;13;14;15;16;17;18;19;20
