;year;ALO;MSC;MAS;FIS;BUT;RAI;BAR;HEI;COU;TRU;RSC;LIU;SPE;ROS;VIL;WEB;MON;KLI;ALB;MTR;SAT
0;2006;1;2;3;4;5;6;7;8;9;9;11;12;13;14;15;16;17;18;19;20;21
