;year;HAM;VET;BOT;VER;RAI;RIC;SAI;PER;MAG;HUL;OCO;LEC;ALO;VAN;GAS;ERI;GRO;STR;HAR;SIR
0;2018;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20
