;year;MSC;RSC;MON;BAR;COU;HEI;BUT;VIL;SAL;RAI;TRU;SAT;FIS;MAS;WEB;IRV;DLR;MCN;PAN;FRE;YOO;BER
0;2002;1;2;3;4;5;6;7;8;9;10;10;12;13;14;15;16;17;18;18;20;21;22
