;year;HAM;VER;SAI;NOR;BOT;LEC;PER;RIC;GAS;ALO;OCO;STR;VET;GIO;TSU;RAI;RUS;LAT;MSC;MAZ
0;2021;1;2;3;4;5;5;5;8;9;10;11;12;13;14;15;16;17;18;19;20
