;year;ROS;HAM;BOT;RIC;ALO;VET;BUT;HUL;MAS;RAI;MAG;PER;VER;KVY;GRO;MAL;GUT;SUT;CHI;BIA;ERI;KOB
0;2014;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;21
