;year;MSC;RAI;MON;RSC;BAR;ALO;COU;TRU;DMA;WEB;BUT;HEI;FRE;FIS;VIL;PAN;VER;FIR;PIZ;WIL
0;2003;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;16;18;19;20
