;year;HAM;BOT;VER;LEC;VET;ALB;GAS;SAI;PER;NOR;RAI;HUL;KVY;RIC;STR;MAG;GIO;GRO;RUS;KUB
0;2019;1;2;3;4;5;6;7;8;9;10;11;12;12;14;15;16;17;18;19;20
