;year;ALO;RAI;RSC;BAR;MSC;FIS;TRU;MAS;WEB;MON;COU;BUT;VIL;MTR;KLI;HEI;KAR;ALB;SAT;FRI
0;2005;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20
