;year;VET;WEB;ALO;BUT;HAM;MAS;ROS;SUT;DRE;MSC;PET;KOB;ALG;BUE;BAR;PER;MAL;HEI;KOV;TRU;DAM;GLO;LIU;RIC
0;2011;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24
