;year;HAK;COU;MSC;BAR;VIL;FIS;SAL;RSC;BUT;IRV;WUR;TRU;ZON;DIN;FRE;MAZ;HER;GEN;VER;DLR;HEI;ALE
0;2000;1;2;3;4;5;6;7;8;9;10;11;12;12;14;15;16;17;18;19;20;21;22
